,Player,Pos,Team,PTS,CR,Plus,Apps,Starter,Mins,Goals_x,Shots,On Tar. Shots,Pen Goals,Successful Dribbles,Ast,Acc Pass,Key Pass,Fouls,Was Fouled,YC,RC,Rec Ball,Tackles,Clean Sheets,Saves,Goals_y,top_10_scorer
473,A. Sondergaard,Goalkeeper,WOL,0.0,7.6,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
474,J. Ruddy,Goalkeeper,WOL,0.0,7.6,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
475,D. Martin,Goalkeeper,WHU,0.0,6.6,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
476,C. Eriksen,Midfielder,BRE,0.0,11.2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,No
477,H. Lewis,Goalkeeper,SOU,0.0,4.6,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
478,Y. Valery,Defender,SOU,0.0,4.0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
479,A. Gunn,Goalkeeper,NOR,-3.4,5.4,-2.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,No
480,J. Stones,Defender,MCI,29.76,15.6,2.6,10,10,900,0.2,0.5,0.2,0.0,0.2,0.0,80.9,0.1,0.3,0.1,0.0,0.0,1.3,0.7,0.8,0.0,4,No
481,J. Grealish,Midfielder,AVL,28.36,17.5,2.7,18,17,1546,0.28,2.28,0.78,0.0,2.72,0.44,33.78,3.44,1.67,4.44,0.22,0.0,1.06,1.39,0.5,0.0,6,No
482,H. Kane,Attacker,TOT,27.6,19.5,0.6,19,19,1701,0.68,3.84,1.42,0.21,1.53,0.58,17.84,1.53,1.11,2.26,0.05,0.0,0.79,0.63,0.37,0.0,23,Yes
483,Bruno Fernandes,Midfielder,MUN,27.17,20.4,-0.1,19,18,1569,0.58,3.32,1.47,0.26,0.42,0.37,41.84,2.95,1.16,1.42,0.21,0.0,1.79,1.68,0.32,0.0,18,Yes
484,Joao Cancelo,Defender,MCI,27.07,17.3,2.1,15,14,1279,0.0,1.07,0.33,0.0,1.67,0.07,58.27,1.87,1.2,0.53,0.2,0.0,2.87,2.13,0.53,0.0,2,No
485,I. Gundogan,Midfielder,MCI,25.94,16.3,2.4,13,11,985,0.38,2.0,0.69,0.08,1.15,0.0,61.23,1.38,0.38,0.69,0.0,0.0,1.08,0.85,0.54,0.0,13,No
486,D. Randolph,Goalkeeper,WHU,25.4,6.4,-1.3,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,No
487,C. Kelleher,Goalkeeper,LIV,25.3,9.5,-1.6,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,No
488,N. Ake,Defender,MCI,25.25,12.4,0.1,6,5,469,0.17,0.17,0.17,0.0,0.0,0.0,70.33,0.17,0.5,0.17,0.5,0.0,1.33,0.5,0.33,0.0,1,No
489,A. Robertson,Defender,LIV,25.13,18.0,1.6,19,19,1710,0.05,0.53,0.16,0.0,0.79,0.26,62.89,1.95,0.63,0.32,0.05,0.0,1.26,0.74,0.32,0.0,1,No
490,B. Chilwell,Defender,CHE,24.94,15.7,1.7,16,16,1351,0.13,0.75,0.38,0.0,0.5,0.25,50.31,1.06,0.69,1.5,0.06,0.0,1.56,1.5,0.38,0.0,3,No
491,Son Heung-Min,Attacker,TOT,24.62,16.3,0.6,18,18,1529,0.67,1.89,1.06,0.0,0.94,0.33,21.39,1.89,0.28,1.17,0.0,0.0,0.83,0.67,0.33,0.0,17,Yes
492,S. Dallas,Defender,LEE,24.42,14.9,4.4,19,19,1701,0.21,1.11,0.53,0.0,0.74,0.05,46.95,0.58,0.89,1.11,0.16,0.0,2.89,2.68,0.37,0.0,8,No
493,K. De Bruyne,Midfielder,MCI,24.27,19.9,-1.1,18,16,1418,0.17,3.33,1.0,0.11,1.61,0.56,38.5,3.06,1.06,1.28,0.06,0.0,1.22,1.5,0.44,0.0,6,No
494,K. Hause,Defender,AVL,24.25,8.8,0.1,4,4,360,0.25,0.75,0.25,0.0,0.0,0.0,26.5,0.0,0.5,0.25,0.25,0.0,1.75,0.75,0.75,0.0,1,No
495,K. Walker,Defender,MCI,23.89,15.4,1.6,15,14,1201,0.07,0.53,0.2,0.0,1.13,0.07,58.33,0.4,1.27,0.4,0.07,0.0,1.4,1.2,0.4,0.0,1,No
496,Ruben Dias,Defender,MCI,23.75,16.0,2.0,17,17,1510,0.0,0.53,0.24,0.0,0.12,0.0,76.0,0.06,0.65,0.59,0.12,0.0,1.53,0.88,0.59,0.0,1,No
497,Thiago Silva,Defender,CHE,23.62,15.2,1.0,14,14,1243,0.14,0.57,0.29,0.0,0.14,0.0,83.07,0.21,0.57,0.79,0.21,0.0,1.64,0.86,0.43,0.0,2,No
498,K. Zouma,Defender,CHE,23.57,13.8,1.7,15,15,1350,0.27,0.93,0.47,0.0,0.13,0.0,67.93,0.2,0.73,0.33,0.07,0.0,1.73,0.53,0.4,0.0,5,No
499,O. Zinchenko,Defender,MCI,23.42,12.4,-0.2,5,3,344,0.0,0.4,0.2,0.0,0.0,0.0,52.4,0.0,0.2,0.2,0.0,0.0,2.4,1.8,0.6,0.0,0,No
500,Rodri,Midfielder,MCI,23.36,16.4,0.9,18,18,1541,0.0,1.11,0.28,0.0,0.72,0.06,77.5,1.06,1.17,1.0,0.17,0.0,2.11,1.94,0.39,0.0,2,No
501,Mohamed Salah,Attacker,LIV,23.33,17.6,-2.3,18,16,1472,0.72,3.28,1.5,0.28,1.28,0.17,30.28,1.67,0.61,0.72,0.0,0.0,0.39,0.72,0.22,0.0,22,Yes
502,J. Tanganga,Defender,TOT,23.0,7.2,-1.7,1,1,90,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0,No
503,J. Vestergaard,Defender,SOU,22.99,11.3,2.7,14,13,1215,0.21,0.93,0.36,0.0,0.43,0.0,53.5,0.29,0.86,0.36,0.07,0.0,2.0,1.36,0.36,0.0,3,No
504,A. Rudiger,Defender,CHE,22.98,15.4,-0.9,4,4,360,0.0,0.75,0.5,0.0,0.0,0.0,89.75,0.25,0.25,0.25,0.0,0.0,1.75,1.5,0.5,0.0,1,No
505,Y. Tielemans,Midfielder,LEI,22.53,15.6,2.2,19,18,1653,0.21,1.26,0.58,0.11,1.26,0.11,52.68,0.47,0.95,1.68,0.21,0.0,2.37,1.95,0.37,0.0,6,No
506,T. Castagne,Defender,LEI,22.43,13.1,0.3,11,11,960,0.09,0.27,0.18,0.0,0.64,0.18,34.73,0.73,0.82,0.64,0.09,0.0,2.27,1.91,0.45,0.0,2,No
507,J. Ward-Prowse,Midfielder,SOU,22.11,15.1,1.6,19,19,1710,0.21,0.95,0.53,0.0,0.37,0.21,57.79,1.58,1.58,0.79,0.16,0.0,2.47,1.74,0.42,0.0,8,No
508,R. Mahrez,Midfielder,MCI,22.01,16.4,-0.6,14,11,947,0.36,2.07,0.86,0.0,1.5,0.07,29.64,1.93,0.64,0.64,0.0,0.0,0.36,0.5,0.43,0.0,9,No
509,J. Henderson,Midfielder,LIV,21.88,13.9,0.5,15,14,1227,0.07,0.87,0.2,0.0,0.47,0.07,76.6,0.67,0.53,0.47,0.0,0.0,2.2,1.27,0.27,0.0,1,No
510,D. Calvert-Lewin,Attacker,EVE,21.72,13.2,0.9,17,17,1497,0.65,2.82,1.53,0.0,0.71,0.0,14.41,0.47,1.06,1.41,0.18,0.0,0.59,0.53,0.29,0.0,16,No
511,S. Aurier,Defender,TOT,21.66,11.9,0.9,10,10,874,0.2,0.7,0.4,0.0,0.8,0.1,28.5,0.7,1.5,0.8,0.0,0.0,2.8,3.3,0.3,0.0,2,No
512,R. James,Defender,CHE,21.66,13.2,2.0,14,13,1173,0.07,1.29,0.5,0.0,0.5,0.14,52.86,1.36,1.29,0.5,0.21,0.0,2.21,2.07,0.29,0.0,1,No
513,J. Rodriguez,Midfielder,EVE,21.63,15.2,-0.2,13,11,978,0.23,1.69,0.77,0.0,1.69,0.23,35.92,2.08,0.69,1.85,0.08,0.0,1.62,1.15,0.08,0.0,6,No
514,J. Rodriguez,Midfielder,EVE,21.63,15.2,-0.2,13,11,978,0.23,1.69,0.77,0.0,1.69,0.23,35.92,2.08,0.69,1.85,0.08,0.0,1.62,1.15,0.08,0.0,1,No
515,J. Rodriguez,Attacker,BRN,6.61,6.3,-1.4,15,7,667,0.0,0.73,0.13,0.0,0.6,0.07,7.4,0.33,0.93,0.87,0.2,0.0,0.53,0.53,0.13,0.0,6,No
516,J. Rodriguez,Attacker,BRN,6.61,6.3,-1.4,15,7,667,0.0,0.73,0.13,0.0,0.6,0.07,7.4,0.33,0.93,0.87,0.2,0.0,0.53,0.53,0.13,0.0,1,No
517,J. Maddison,Midfielder,LEI,21.62,15.0,0.3,17,12,1115,0.35,1.94,0.53,0.0,0.82,0.12,26.18,1.88,0.65,2.35,0.18,0.0,0.94,1.12,0.35,0.0,8,No
518,S. Mane,Attacker,LIV,21.49,17.0,-2.2,18,17,1512,0.33,2.89,1.17,0.0,2.44,0.11,23.33,1.83,1.56,2.5,0.11,0.0,1.17,1.67,0.28,0.0,11,No
519,A. Wan-Bissaka,Defender,MUN,21.36,15.5,1.3,17,17,1530,0.06,0.12,0.12,0.0,0.88,0.06,40.18,0.53,0.82,0.29,0.0,0.0,3.24,3.24,0.35,0.0,2,No
520,T. Alexander-Arnold,Defender,LIV,21.31,18.2,-0.1,17,16,1399,0.0,1.53,0.29,0.0,0.65,0.12,54.0,1.65,0.35,0.18,0.06,0.0,1.88,1.18,0.24,0.0,2,No
521,M. Mount,Midfielder,CHE,21.18,16.3,0.8,18,17,1530,0.11,1.94,0.56,0.0,1.33,0.17,45.28,2.67,1.72,0.78,0.11,0.0,2.5,2.39,0.28,0.0,6,No
522,M. Rashford,Attacker,MUN,21.17,16.2,-0.7,19,17,1540,0.37,2.32,1.11,0.0,2.26,0.26,24.32,1.11,0.74,1.21,0.16,0.0,0.37,0.32,0.32,0.0,11,No
523,P. Foden,Midfielder,MCI,21.11,12.0,1.3,15,9,883,0.33,1.8,0.67,0.0,1.27,0.13,25.33,1.27,0.33,0.87,0.0,0.0,0.73,0.8,0.2,0.0,9,No
524,Bernardo Silva,Midfielder,MCI,21.03,15.0,-1.5,13,11,974,0.15,1.08,0.62,0.0,1.46,0.08,44.08,0.85,0.69,1.0,0.08,0.0,1.46,1.23,0.54,0.0,2,No
525,L. Ayling,Defender,LEE,20.82,12.7,3.7,19,19,1690,0.0,0.63,0.16,0.0,1.42,0.0,55.63,0.84,0.53,1.37,0.16,0.0,2.11,2.47,0.37,0.0,0,No
526,T. Soucek,Midfielder,WHU,20.74,14.8,2.0,19,19,1710,0.26,1.63,0.63,0.0,0.32,0.0,29.32,0.37,1.84,1.37,0.11,0.0,2.05,1.74,0.37,0.0,10,No
527,Ahmed Hegazy,Defender,WBA,20.6,4.3,-1.4,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,No
528,H. Barnes,Midfielder,LEI,20.6,14.1,1.1,18,15,1372,0.33,2.17,1.06,0.0,1.61,0.11,18.28,0.67,0.56,1.28,0.0,0.0,0.61,0.67,0.28,0.0,9,No
529,J. Dunne,Defender,BRN,20.5,4.0,-1.3,2,2,180,0.5,1.5,0.5,0.0,0.0,0.0,29.5,1.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,No
530,K. Walker-Peters,Defender,SOU,20.32,11.6,3.0,18,18,1619,0.0,0.44,0.17,0.0,1.72,0.06,39.44,0.5,0.94,1.44,0.22,0.0,3.56,2.78,0.44,0.0,0,No
531,A. Masuaku,Defender,WHU,20.3,7.2,1.7,10,10,851,0.0,0.6,0.2,0.0,2.2,0.1,34.5,0.9,0.9,0.8,0.1,0.0,1.4,1.7,0.4,0.0,0,No
532,J. Vardy,Attacker,LEI,20.17,14.2,-0.8,18,16,1480,0.61,2.56,1.28,0.33,0.61,0.28,7.22,0.89,0.72,0.67,0.06,0.0,0.33,0.44,0.33,0.0,15,No
533,Cedric Soares,Defender,ARS,20.05,7.2,-1.2,2,1,95,0.0,0.0,0.0,0.0,0.5,0.5,30.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,No
534,W. Zaha,Attacker,CRY,20.04,12.5,0.9,16,16,1431,0.5,2.31,0.81,0.13,1.94,0.13,18.06,1.0,1.19,3.19,0.19,0.0,0.63,0.63,0.19,0.0,11,No
535,A. Cresswell,Defender,WHU,20.03,12.3,2.5,19,19,1710,0.0,0.53,0.16,0.0,0.11,0.21,38.32,1.47,0.26,0.58,0.0,0.0,1.37,1.0,0.37,0.0,0,No
536,F. Forster,Goalkeeper,SOU,19.9,4.7,-1.3,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,No
537,Nelson Semedo,Defender,WOL,19.86,13.7,0.9,16,16,1411,0.0,0.69,0.19,0.0,2.63,0.06,38.94,0.69,1.44,1.25,0.25,0.0,3.13,2.63,0.19,0.0,1,No
538,Azpilicueta,Defender,CHE,19.86,15.6,-0.5,9,7,680,0.0,0.56,0.22,0.0,0.22,0.11,51.67,0.67,1.56,0.33,0.33,0.0,1.33,1.89,0.44,0.0,1,No
539,B. Mendy,Defender,MCI,19.77,12.2,-0.6,6,6,506,0.17,0.5,0.17,0.0,1.0,0.0,44.0,0.17,1.5,0.0,0.33,0.0,1.17,0.83,0.33,0.0,2,No
540,T. Cairney,Midfielder,FUL,19.77,9.0,0.9,10,9,759,0.1,1.2,0.5,0.0,1.6,0.1,54.8,1.7,0.4,1.8,0.2,0.0,0.2,0.8,0.1,0.0,1,No
541,J. Matip,Defender,LIV,19.77,10.3,0.2,9,8,646,0.11,0.56,0.22,0.0,0.0,0.22,49.44,0.33,1.11,0.44,0.22,0.0,1.56,1.33,0.33,0.0,1,No
542,T. Mings,Defender,AVL,19.73,11.4,2.3,18,18,1575,0.11,0.67,0.28,0.0,0.22,0.06,37.28,0.28,0.56,0.5,0.17,0.06,1.61,0.72,0.5,0.0,2,No
543,J. Justin,Defender,LEI,19.71,11.9,1.9,19,19,1710,0.05,0.32,0.05,0.0,0.89,0.05,36.63,1.0,0.63,1.58,0.16,0.0,2.42,2.58,0.37,0.0,2,No
544,R. Saiss,Defender,WOL,19.63,11.5,1.0,14,14,1238,0.21,1.14,0.5,0.0,0.43,0.0,42.71,0.07,0.86,0.43,0.0,0.0,2.29,1.07,0.21,0.0,3,No
545,Alex Telles,Defender,MUN,19.53,11.6,-0.5,6,5,429,0.0,0.5,0.17,0.0,0.17,0.17,41.0,1.33,0.67,0.5,0.0,0.0,2.17,1.33,0.17,0.0,0,No
546,H. Maguire,Defender,MUN,19.38,15.8,0.1,19,19,1710,0.05,1.21,0.32,0.0,0.16,0.0,53.11,0.16,1.21,0.84,0.21,0.0,2.47,0.84,0.32,0.0,2,No
547,Gabriel Magalhaes,Defender,ARS,19.36,11.6,0.2,12,12,1052,0.17,0.83,0.25,0.0,0.17,0.0,65.33,0.08,1.0,1.33,0.08,0.08,2.42,1.33,0.25,0.0,2,No
548,L. Cooper,Defender,LEE,19.16,9.7,1.8,13,13,1152,0.08,0.62,0.31,0.0,0.15,0.0,60.31,0.0,0.85,1.23,0.23,0.0,4.23,2.62,0.31,0.0,1,No
549,W. Fofana,Defender,LEI,19.16,12.8,0.7,14,14,1223,0.0,0.43,0.0,0.0,0.5,0.0,49.5,0.14,1.07,1.07,0.29,0.0,3.64,1.79,0.36,0.0,0,No
550,B. Mee,Defender,BRN,19.08,11.4,0.8,12,12,1080,0.08,0.75,0.25,0.0,0.08,0.0,27.17,0.17,0.42,0.67,0.0,0.0,2.33,1.08,0.5,0.0,2,No
551,L. Shaw,Defender,MUN,19.07,13.9,1.6,15,14,1252,0.0,0.13,0.07,0.0,1.07,0.07,40.53,1.73,1.27,0.93,0.27,0.0,1.73,1.67,0.27,0.0,1,No
552,F. Anguissa,Midfielder,FUL,19.05,9.9,4.5,19,16,1481,0.0,0.89,0.21,0.0,3.11,0.16,36.68,0.89,1.21,0.74,0.21,0.0,3.42,2.79,0.16,0.0,0,No
553,P. Bamford,Attacker,LEE,19.02,11.5,1.7,19,19,1639,0.58,3.53,1.58,0.05,0.53,0.11,9.74,0.53,1.0,0.47,0.05,0.0,0.53,0.53,0.37,0.0,17,Yes
554,E. Smith Rowe,Midfielder,ARS,19.0,10.1,0.5,5,5,402,0.0,0.6,0.2,0.0,0.8,0.6,33.6,2.0,0.2,1.0,0.0,0.0,0.8,0.8,0.8,0.0,2,No
555,Richarlison,Attacker,EVE,18.96,13.7,-0.5,15,14,1191,0.2,2.2,0.93,0.07,2.2,0.2,18.27,0.93,1.0,2.4,0.2,0.07,1.6,1.87,0.27,0.0,7,No
556,M. Targett,Defender,AVL,18.93,11.7,2.6,19,19,1695,0.0,0.21,0.05,0.0,0.26,0.0,34.0,0.89,0.58,0.53,0.26,0.0,2.58,1.79,0.53,0.0,0,No
557,D. Ings,Attacker,SOU,18.89,12.4,-0.3,14,12,1090,0.5,2.0,1.07,0.14,1.21,0.21,11.79,0.86,0.86,0.86,0.07,0.0,0.57,0.86,0.43,0.0,12,No
558,M. Antonio,Attacker,WHU,18.86,14.1,-1.2,11,9,748,0.45,2.18,1.18,0.0,1.64,0.0,10.09,0.82,1.09,2.18,0.09,0.0,0.45,0.36,0.27,0.0,10,No
559,P. Pogba,Midfielder,MUN,18.84,14.5,-2.0,16,12,1129,0.19,1.06,0.56,0.0,1.38,0.0,39.81,0.69,1.69,1.56,0.13,0.0,1.94,1.44,0.25,0.0,3,No
560,Diogo Jota,Attacker,LIV,18.77,11.1,0.0,9,5,501,0.56,2.22,1.22,0.0,1.0,0.0,18.22,0.67,1.22,0.89,0.0,0.0,0.11,0.33,0.11,0.0,9,No
561,Thiago Alcantara,Midfielder,LIV,18.77,14.8,-1.2,6,4,422,0.0,1.5,0.17,0.0,2.0,0.0,66.0,1.5,2.33,0.67,0.17,0.0,2.83,1.17,0.17,0.0,1,No
562,B. Saka,Midfielder,ARS,18.59,11.4,2.9,17,16,1415,0.24,2.29,0.88,0.0,1.53,0.06,24.82,1.24,0.59,2.12,0.0,0.0,1.35,0.76,0.29,0.0,5,No
563,T. Ndombele,Midfielder,TOT,18.58,11.0,2.0,17,15,1063,0.18,0.76,0.35,0.0,2.24,0.06,27.29,0.71,0.59,1.71,0.12,0.0,1.47,1.53,0.35,0.0,3,No
564,W. Ndidi,Midfielder,LEI,18.26,12.8,-0.7,10,9,821,0.1,0.5,0.1,0.0,0.4,0.0,47.5,0.2,1.3,0.5,0.2,0.0,4.4,3.4,0.5,0.0,1,No
565,V. Coufal,Defender,WHU,18.25,11.1,2.3,15,15,1345,0.0,0.33,0.07,0.0,0.4,0.2,26.53,1.47,1.07,0.93,0.13,0.0,2.8,2.8,0.33,0.0,0,No
566,M. Klich,Midfielder,LEE,18.24,10.3,1.9,19,19,1555,0.16,1.16,0.32,0.11,0.53,0.26,44.37,1.84,1.68,0.68,0.21,0.0,1.16,1.16,0.26,0.0,4,No
567,J. Bednarek,Defender,SOU,18.23,9.7,2.3,19,19,1620,0.05,0.26,0.21,0.0,0.16,0.05,51.58,0.21,0.37,0.47,0.05,0.0,2.16,0.68,0.42,0.0,1,No
568,M. Keane,Defender,EVE,18.16,11.7,1.4,18,18,1596,0.17,0.56,0.22,0.0,0.0,0.0,56.22,0.17,0.39,0.22,0.0,0.0,1.72,0.72,0.28,0.0,3,No
569,P. Hojbjerg,Midfielder,TOT,18.16,14.3,0.3,19,19,1710,0.0,0.47,0.21,0.0,0.53,0.11,60.74,0.47,2.11,1.26,0.21,0.0,2.68,3.0,0.37,0.0,2,No
570,N. Phillips,Defender,LIV,18.13,9.2,-0.3,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0,61.67,0.33,2.67,0.33,0.33,0.0,2.67,1.33,0.33,0.0,1,No
571,R. Sterling,Attacker,MCI,18.11,17.6,-3.5,18,16,1430,0.28,1.89,0.78,0.0,1.89,0.17,27.44,1.22,1.06,1.44,0.11,0.0,0.72,0.83,0.44,0.0,10,No
572,J. Bowen,Midfielder,WHU,18.03,10.7,0.9,19,18,1474,0.26,1.89,0.37,0.0,1.21,0.11,15.16,0.89,0.53,1.21,0.0,0.0,1.16,0.79,0.32,0.0,8,No
573,J. Bogle,Defender,SHU,18.03,7.1,-0.5,4,3,306,0.25,1.75,1.0,0.0,0.75,0.0,18.75,0.75,0.5,0.25,0.25,0.0,2.5,1.5,0.25,0.0,2,No
574,J.  McGinn,Midfielder,AVL,17.85,14.1,0.0,18,18,1620,0.06,1.11,0.22,0.0,1.44,0.22,28.33,1.22,1.17,2.44,0.39,0.0,1.78,1.5,0.5,0.0,3,No
575,Matheus Pereira,Midfielder,WBA,17.85,14.0,0.5,15,13,1096,0.27,1.53,0.6,0.13,1.33,0.2,22.6,1.87,1.13,1.67,0.07,0.07,1.2,0.6,0.13,0.0,11,No
576,V. Lindelof,Defender,MUN,17.84,12.8,0.3,14,14,1236,0.07,0.29,0.07,0.0,0.14,0.07,52.71,0.29,1.14,0.36,0.0,0.0,1.57,0.93,0.29,0.0,1,No
577,L. Digne,Defender,EVE,17.84,13.3,-0.4,11,11,972,0.0,0.36,0.0,0.0,0.27,0.45,37.36,1.82,1.27,0.55,0.0,0.09,1.82,1.55,0.18,0.0,0,No
578,K. Tierney,Defender,ARS,17.82,11.4,1.4,17,17,1521,0.06,0.53,0.12,0.0,0.59,0.06,39.82,1.29,0.41,0.65,0.18,0.0,1.24,0.82,0.35,0.0,1,No
579,M. Holgate,Defender,EVE,17.79,9.1,0.6,10,10,892,0.1,0.5,0.3,0.0,0.2,0.0,35.7,0.4,0.8,0.8,0.3,0.0,2.7,1.9,0.4,0.0,1,No
580,Reguilon,Defender,TOT,17.76,12.6,-0.4,14,13,1117,0.0,0.86,0.21,0.0,0.57,0.21,29.07,0.71,0.93,0.79,0.14,0.0,1.79,1.64,0.29,0.0,0,No
581,R. Jimenez,Attacker,WOL,17.75,12.4,-1.5,10,10,824,0.4,2.6,1.0,0.0,1.0,0.0,20.5,0.5,0.9,1.7,0.0,0.0,1.0,0.3,0.4,0.0,4,No
582,Y. Mina,Defender,EVE,17.71,11.2,1.0,16,16,1368,0.13,0.63,0.25,0.0,0.0,0.0,54.31,0.06,0.81,0.63,0.06,0.0,1.94,0.94,0.25,0.0,2,No
583,Aymeric Laporte,Defender,MCI,17.7,14.5,-1.5,5,5,450,0.0,0.4,0.0,0.0,0.0,0.0,67.2,0.4,0.6,0.6,0.2,0.0,1.6,1.2,0.2,0.0,0,No
584,Oriol Romeu,Midfielder,SOU,17.7,8.7,2.6,16,16,1378,0.06,0.75,0.25,0.0,0.56,0.06,50.13,0.88,1.38,0.94,0.31,0.0,3.25,3.5,0.38,0.0,1,No
585,S. Armstrong,Midfielder,SOU,17.66,12.0,1.3,16,15,1306,0.13,1.38,0.25,0.0,1.75,0.13,27.44,1.0,1.13,0.75,0.0,0.0,2.06,1.94,0.44,0.0,4,No
586,V. van Dijk,Defender,LIV,17.66,14.0,-2.0,5,5,371,0.2,0.8,0.4,0.0,0.0,0.0,61.4,0.0,0.8,0.4,0.2,0.0,1.4,0.6,0.2,0.0,1,No
587,K. Phillips,Midfielder,LEE,17.62,9.6,1.9,14,14,1215,0.0,0.57,0.21,0.0,0.64,0.14,49.79,1.14,1.0,1.43,0.36,0.0,3.36,2.86,0.36,0.0,1,No
588,E. Martinez,Goalkeeper,AVL,17.59,11.8,0.9,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,17.79,0.05,0.05,0.26,0.0,0.0,0.05,0.05,0.53,3.47,0,No
589,G. Xhaka,Midfielder,ARS,17.58,12.5,0.4,15,14,1176,0.07,0.8,0.13,0.0,0.4,0.0,59.8,0.07,1.2,1.2,0.13,0.07,1.87,1.6,0.4,0.0,1,No
590,E. Eze,Midfielder,CRY,17.58,13.3,0.7,17,12,1142,0.12,1.06,0.41,0.0,2.0,0.12,24.59,1.18,0.47,2.18,0.12,0.0,1.24,1.0,0.06,0.0,4,No
591,E. Alioski,Defender,LEE,17.58,11.2,2.2,17,13,1071,0.12,0.76,0.29,0.0,0.41,0.0,33.29,0.76,0.88,1.18,0.12,0.0,1.53,1.82,0.29,0.0,2,No
592,Pedro Neto,Attacker,WOL,17.56,9.5,3.7,19,18,1539,0.21,1.84,0.63,0.0,1.95,0.16,29.11,1.95,0.74,1.53,0.0,0.0,1.68,0.47,0.21,0.0,5,No
593,M. Doherty,Defender,TOT,17.51,10.4,-0.7,8,8,705,0.0,0.13,0.13,0.0,0.5,0.13,34.25,0.75,1.75,1.13,0.13,0.13,2.75,2.13,0.38,0.0,0,No
594,Pablo Mari,Defender,ARS,17.5,8.9,-1.3,3,3,270,0.0,0.33,0.0,0.0,0.0,0.0,52.33,0.33,1.0,0.67,0.33,0.0,2.0,1.67,0.67,0.0,0,No
595,Y. Bissouma,Midfielder,BHA,17.49,11.3,2.5,17,16,1403,0.06,1.12,0.12,0.0,1.59,0.0,39.65,0.35,1.65,0.88,0.29,0.06,2.71,2.88,0.18,0.0,1,No
596,J. Harrison,Midfielder,LEE,17.49,12.7,2.2,18,18,1449,0.17,1.33,0.33,0.0,1.28,0.22,21.94,1.94,0.67,0.83,0.0,0.0,1.44,1.83,0.33,0.0,8,No
597,O. Watkins,Attacker,AVL,17.43,12.9,0.7,18,18,1620,0.39,2.67,1.06,0.06,1.22,0.11,14.56,1.22,0.83,1.28,0.06,0.0,0.67,0.67,0.5,0.0,14,No
598,Daniel Podence,Attacker,WOL,17.42,7.1,2.6,15,14,1125,0.2,1.67,0.87,0.0,2.27,0.13,21.47,0.87,0.53,1.07,0.13,0.0,0.93,0.53,0.27,0.0,3,No
599,S. March,Midfielder,BHA,17.4,8.1,3.0,18,16,1428,0.11,0.94,0.22,0.0,2.22,0.06,26.56,1.28,1.28,1.22,0.0,0.0,2.0,2.28,0.17,0.0,2,No
600,A. El Ghazi,Midfielder,AVL,17.35,11.0,1.8,13,6,633,0.38,2.46,1.31,0.15,1.31,0.0,11.0,0.92,0.38,0.92,0.08,0.0,0.77,0.46,0.31,0.0,10,No
601,J. Evans,Defender,LEI,17.35,14.0,-0.3,15,15,1340,0.0,0.2,0.07,0.0,0.33,0.07,53.13,0.27,0.67,0.67,0.33,0.0,2.07,1.13,0.4,0.0,2,No
602,A. Saint-Maximin,Midfielder,NEW,17.32,13.6,-0.9,9,8,607,0.11,0.78,0.44,0.0,3.44,0.11,15.22,0.78,0.44,2.56,0.0,0.0,0.78,1.0,0.11,0.0,3,No
603,R. Holding,Defender,ARS,17.3,10.3,2.7,16,15,1395,0.0,0.69,0.13,0.0,0.25,0.06,54.69,0.19,0.75,0.19,0.13,0.0,1.69,1.25,0.44,0.0,0,No
