,Player,Pos,Team,PTS,CR,Plus,Apps,Starter,Mins,Goals_x,Shots,On Tar. Shots,Pen Goals,Successful Dribbles,Ast,Acc Pass,Key Pass,Fouls,Was Fouled,YC,RC,Rec Ball,Tackles,Clean Sheets,Saves,Goals_y,top_10_scorer
712,G. Bale,Attacker,TOT,13.3,15.1,-2.0,4,1,161,0.25,1.75,0.5,0.0,1.0,0.0,7.5,1.0,0.75,1.0,0.0,0.0,0.75,0.25,0.25,0.0,11,No
713,B. Johnson,Defender,WHU,13.3,6.0,-1.0,4,1,141,0.25,0.25,0.25,0.0,0.25,0.0,10.0,0.0,0.0,0.5,0.0,0.0,1.25,0.25,0.0,0.0,1,No
714,M. Salisu,Defender,SOU,13.2,4.8,-1.8,1,1,90,0.0,1.0,0.0,0.0,3.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0,No
715,Mohamed Elneny,Midfielder,ARS,13.1,7.4,0.6,11,10,897,0.0,0.36,0.0,0.0,0.18,0.0,48.73,0.27,0.36,0.64,0.18,0.0,1.82,0.64,0.27,0.0,1,No
716,B. Leno,Goalkeeper,ARS,13.03,9.9,-0.6,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,24.79,0.0,0.0,0.11,0.0,0.0,0.0,0.05,0.37,2.32,0,No
717,N. Redmond,Midfielder,SOU,12.98,10.9,-1.8,10,4,455,0.1,1.2,0.4,0.0,1.5,0.0,15.8,0.2,0.8,0.7,0.0,0.0,0.8,1.1,0.1,0.0,2,No
718,Joelinton,Attacker,NEW,12.95,10.0,-0.3,16,12,1042,0.06,1.31,0.5,0.0,1.19,0.13,16.06,0.5,0.88,1.19,0.13,0.0,1.13,1.31,0.13,0.0,4,No
719,N. Williams,Defender,LIV,12.88,4.0,-0.7,4,2,171,0.0,0.25,0.0,0.0,1.0,0.0,22.75,0.25,0.5,1.0,0.25,0.0,1.5,0.5,0.25,0.0,0,No
720,H. Reed,Midfielder,FUL,12.79,8.9,0.0,15,12,1077,0.0,0.47,0.13,0.0,0.4,0.07,39.0,0.67,1.0,0.67,0.13,0.0,2.6,1.73,0.13,0.0,0,No
721,A. Areola,Goalkeeper,FUL,12.78,7.9,2.1,18,18,1620,0.0,0.0,0.0,0.0,0.0,0.0,13.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.83,0,No
722,Helder Costa,Attacker,LEE,12.77,7.9,-1.0,12,8,725,0.17,0.83,0.33,0.0,1.0,0.25,13.58,0.67,1.08,1.17,0.0,0.0,0.58,1.17,0.17,0.0,3,No
723,Joao Moutinho,Midfielder,WOL,12.76,11.4,-0.8,17,14,1236,0.0,0.29,0.06,0.0,0.18,0.0,42.88,1.18,1.41,0.65,0.12,0.06,2.29,2.35,0.12,0.0,1,No
724,Alisson,Goalkeeper,LIV,12.75,11.5,-1.3,16,16,1440,0.0,0.0,0.0,0.0,0.06,0.0,23.0,0.0,0.06,0.06,0.06,0.0,0.13,0.0,0.31,2.19,1,No
725,N. Keita,Midfielder,LIV,12.74,8.8,-1.4,7,6,400,0.0,1.0,0.14,0.0,1.0,0.0,33.14,0.43,1.43,0.14,0.0,0.0,1.57,1.14,0.29,0.0,0,No
726,David de Gea,Goalkeeper,MUN,12.72,9.5,-1.0,17,17,1485,0.0,0.0,0.0,0.0,0.06,0.0,13.29,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.35,2.18,0,No
727,G. Sigurdsson,Midfielder,EVE,12.71,11.5,-0.6,18,12,1058,0.11,0.94,0.33,0.06,0.39,0.11,20.67,1.22,0.56,0.5,0.06,0.0,1.56,0.83,0.22,0.0,6,No
728,E. Stevens,Defender,SHU,12.7,10.2,-0.9,15,15,1350,0.0,0.6,0.13,0.0,0.73,0.0,33.47,0.33,1.0,0.27,0.2,0.0,2.07,2.33,0.0,0.0,0,No
729,G. Diangana,Midfielder,WBA,12.63,5.5,0.9,15,14,1074,0.07,0.8,0.27,0.0,1.47,0.0,15.0,0.27,0.67,1.93,0.0,0.0,2.07,2.07,0.07,0.0,1,No
730,L. Dendoncker,Midfielder,WOL,12.63,9.7,-0.3,14,13,1127,0.0,1.57,0.5,0.0,0.07,0.0,27.93,1.0,1.5,0.29,0.21,0.0,1.29,1.5,0.29,0.0,1,No
731,Trezeguet,Midfielder,AVL,12.55,8.2,-0.1,11,9,809,0.0,2.27,0.64,0.0,1.0,0.09,12.64,0.82,2.45,0.73,0.0,0.0,2.27,2.18,0.36,0.0,2,No
732,S. Johnstone,Goalkeeper,WBA,12.36,9.3,1.8,18,18,1620,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.11,4.33,0,No
733,B. Davies,Defender,TOT,12.3,7.5,0.4,14,8,800,0.0,0.14,0.0,0.0,0.07,0.07,22.57,0.5,0.86,0.64,0.0,0.0,1.29,1.07,0.14,0.0,0,No
734,D. Burn,Defender,BHA,12.28,10.3,-0.7,12,10,913,0.0,0.58,0.0,0.0,0.33,0.0,32.5,0.17,1.0,0.33,0.25,0.0,1.67,1.17,0.17,0.0,1,No
735,D. Praet,Midfielder,LEI,12.26,4.4,0.7,13,9,659,0.08,0.62,0.15,0.0,0.46,0.08,16.15,0.54,0.92,0.15,0.0,0.0,1.08,1.08,0.23,0.0,1,No
736,C. Kouyate,Midfielder,CRY,12.26,8.2,0.5,18,18,1593,0.06,0.39,0.11,0.0,0.22,0.0,29.44,0.22,0.89,0.44,0.0,0.0,1.44,1.28,0.17,0.0,1,No
737,P. Gross,Midfielder,BHA,12.23,10.1,0.5,15,8,803,0.13,0.67,0.2,0.13,0.2,0.13,25.4,1.6,0.6,0.4,0.07,0.0,0.8,0.93,0.13,0.0,3,No
738,R. Fredericks,Defender,WHU,12.22,6.3,-1.0,5,4,320,0.0,0.4,0.2,0.0,0.4,0.2,21.6,2.0,1.6,1.0,0.4,0.0,2.0,0.8,0.2,0.0,1,No
739,Rodrigo,Attacker,LEE,12.18,11.6,-2.4,16,10,880,0.19,1.94,0.75,0.0,0.75,0.0,19.88,1.31,0.81,0.31,0.0,0.0,0.44,0.56,0.13,0.0,7,No
740,B. De Cordova-Reid,Attacker,FUL,12.16,8.3,0.4,17,14,1175,0.24,0.94,0.41,0.0,0.76,0.0,16.12,0.24,1.12,0.59,0.29,0.0,1.06,1.12,0.18,0.0,5,No
741,M. Almiron,Midfielder,NEW,12.14,11.8,-1.6,17,11,1012,0.06,0.71,0.35,0.0,0.82,0.06,17.94,0.82,0.29,0.88,0.06,0.0,1.59,1.59,0.06,0.0,4,No
742,J. Ward,Defender,CRY,12.12,8.2,-0.3,10,10,900,0.0,0.1,0.0,0.0,0.1,0.1,21.7,0.5,1.8,0.3,0.3,0.0,2.6,1.4,0.3,0.0,0,No
743,J. Andersen,Defender,FUL,12.1,10.2,-0.4,13,13,1142,0.0,0.08,0.0,0.0,0.38,0.08,36.69,0.15,1.38,0.77,0.23,0.08,1.77,0.62,0.23,0.0,1,No
744,David Luiz,Defender,ARS,12.07,9.8,-1.2,10,8,660,0.0,0.7,0.0,0.0,0.2,0.0,46.6,0.1,0.9,0.4,0.1,0.0,1.0,0.6,0.2,0.0,1,No
745,Fernandinho,Midfielder,MCI,12.05,10.4,-1.2,10,4,429,0.0,0.7,0.1,0.0,0.3,0.0,37.2,0.0,0.7,0.4,0.1,0.0,1.3,1.0,0.2,0.0,0,No
746,C. Benteke,Attacker,CRY,12.05,11.2,-0.6,13,7,617,0.23,2.23,0.92,0.0,0.31,0.0,8.15,0.62,1.23,0.54,0.0,0.08,0.23,0.38,0.08,0.0,10,No
747,Diego Llorente,Defender,LEE,12.05,9.7,-1.7,2,1,171,0.0,0.5,0.5,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.5,0.0,3.5,3.0,0.5,0.0,1,No
748,Javi Manquillo,Defender,NEW,12.01,6.1,-0.8,7,6,531,0.0,0.14,0.0,0.0,0.0,0.0,19.43,0.57,0.86,0.29,0.14,0.0,1.71,2.0,0.29,0.0,0,No
749,E. Dier,Midfielder,TOT,11.99,8.6,0.1,17,17,1530,0.0,0.53,0.12,0.0,0.12,0.0,49.12,0.06,0.59,0.47,0.06,0.0,1.12,0.41,0.35,0.0,0,No
750,K. Havertz,Midfielder,CHE,11.98,13.5,-3.4,16,11,886,0.06,0.56,0.25,0.0,0.63,0.13,24.63,0.69,1.13,0.69,0.13,0.0,0.63,0.94,0.19,0.0,4,No
751,R. Brady,Midfielder,BRN,11.96,4.7,1.8,14,10,854,0.07,0.93,0.36,0.0,0.57,0.07,14.57,0.5,1.29,0.64,0.21,0.0,1.43,1.14,0.36,0.0,1,No
752,S. Ajayi,Defender,WBA,11.94,8.0,0.1,18,18,1620,0.11,0.28,0.11,0.0,0.33,0.0,26.17,0.11,1.06,0.11,0.17,0.0,1.5,1.28,0.06,0.0,2,No
753,R. Loftus-Cheek,Midfielder,FUL,11.92,9.4,-1.0,14,11,938,0.07,1.07,0.36,0.0,1.14,0.0,18.57,0.36,1.14,1.36,0.14,0.0,0.71,0.64,0.14,0.0,1,No
754,C. Basham,Defender,SHU,11.89,9.2,0.0,19,19,1557,0.0,0.37,0.0,0.0,0.63,0.0,26.42,0.37,0.84,0.74,0.05,0.0,3.11,2.21,0.0,0.0,0,No
755,R. Sawyers,Midfielder,WBA,11.84,6.1,0.8,17,15,1322,0.0,0.24,0.0,0.0,0.47,0.0,32.88,0.35,1.0,0.76,0.12,0.0,2.0,1.59,0.06,0.0,0,No
756,A. Mac Allister,Midfielder,BHA,11.84,6.4,-0.5,7,3,281,0.14,0.71,0.14,0.0,0.86,0.14,10.57,0.57,0.57,0.14,0.0,0.0,0.86,1.0,0.14,0.0,1,No
757,C. Soyuncu,Defender,LEI,11.82,12.8,-2.0,6,4,408,0.0,0.33,0.0,0.0,0.0,0.0,42.5,0.33,0.67,0.33,0.17,0.0,2.33,1.17,0.17,0.0,1,No
758,M. Sissoko,Midfielder,TOT,11.8,8.8,-1.1,16,12,1156,0.0,0.13,0.06,0.0,0.69,0.0,27.13,0.13,1.0,0.44,0.13,0.0,2.06,1.31,0.31,0.0,0,No
759,Robert Sanchez,Goalkeeper,BHA,11.76,8.1,0.4,8,8,720,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.25,0.13,0.0,0.0,0.0,0.0,0.25,2.63,0,No
760,D. Welbeck,Attacker,BHA,11.76,8.6,-0.5,9,7,622,0.22,1.56,0.67,0.0,1.0,0.0,7.44,0.89,1.11,0.89,0.0,0.0,0.67,0.67,0.22,0.0,6,No
761,N. Clyne,Defender,CRY,11.68,5.0,0.3,9,9,792,0.0,0.22,0.11,0.0,0.44,0.11,27.89,0.22,0.33,0.22,0.11,0.0,2.44,1.33,0.0,0.0,0,No
762,Bernard,Midfielder,EVE,11.63,6.1,-0.9,6,2,272,0.17,0.67,0.33,0.0,1.0,0.0,21.17,1.0,0.83,0.5,0.33,0.0,1.17,0.83,0.0,0.0,1,No
763,G. Lo Celso,Midfielder,TOT,11.54,9.6,-1.3,12,5,503,0.08,0.75,0.42,0.0,0.33,0.08,16.25,0.83,1.33,1.25,0.33,0.0,1.08,1.17,0.17,0.0,1,No
764,L. Thomas,Defender,LEI,11.5,6.1,-0.9,4,4,270,0.0,0.25,0.25,0.0,0.75,0.0,15.5,0.25,0.5,1.25,0.25,0.0,1.5,1.0,0.0,0.0,1,No
765,K. Bartley,Defender,WBA,11.42,8.6,-0.2,11,10,924,0.09,0.55,0.27,0.0,0.0,0.09,25.09,0.09,1.09,0.36,0.09,0.0,1.18,0.64,0.09,0.0,3,No
766,T. Davies,Midfielder,EVE,11.29,7.3,0.0,11,7,560,0.0,0.09,0.0,0.0,0.91,0.0,22.09,0.18,1.0,0.91,0.09,0.0,2.27,1.27,0.09,0.0,0,No
767,O. Giroud,Attacker,CHE,11.28,9.0,-1.7,10,5,434,0.3,1.8,0.7,0.0,0.0,0.0,7.5,0.6,0.9,0.2,0.1,0.0,0.5,0.2,0.1,0.0,4,No
768,J. Murphy,Midfielder,NEW,11.25,7.1,1.2,12,7,675,0.08,1.08,0.42,0.0,1.67,0.08,8.67,0.5,1.0,0.5,0.17,0.0,1.33,0.92,0.08,0.0,2,No
769,D. Amartey,Midfielder,LEI,11.23,4.5,-0.2,4,3,265,0.0,0.25,0.0,0.0,0.25,0.0,37.5,0.0,0.5,0.0,0.25,0.0,2.25,0.75,0.0,0.0,1,No
770,K. Tete,Defender,FUL,11.2,8.3,-1.2,6,6,454,0.0,0.17,0.0,0.0,0.17,0.17,20.33,1.5,1.17,0.33,0.17,0.0,3.33,2.83,0.0,0.0,0,No
771,M. Djenepo,Midfielder,SOU,11.18,7.2,-0.2,14,10,722,0.07,0.64,0.14,0.0,1.36,0.0,12.29,0.36,1.57,1.36,0.29,0.0,1.14,2.07,0.21,0.0,1,No
772,L. Milivojevic,Midfielder,CRY,11.18,9.8,-0.8,15,11,972,0.0,0.67,0.2,0.0,0.2,0.0,31.0,0.6,1.0,1.27,0.27,0.07,1.8,1.6,0.13,0.0,1,No
773,A. Barnes,Attacker,BRN,11.08,7.0,-1.2,16,13,1121,0.19,1.75,0.75,0.06,0.0,0.0,9.38,0.94,2.31,2.63,0.25,0.0,0.56,0.63,0.25,0.0,3,No
774,S. Alzate,Midfielder,BHA,11.08,6.2,-0.8,8,5,522,0.0,0.38,0.13,0.0,1.0,0.0,29.38,1.0,2.25,0.38,0.13,0.0,1.5,1.38,0.25,0.0,1,No
775,C. Wood,Attacker,BRN,11.02,12.2,-1.3,18,18,1535,0.17,1.61,0.89,0.0,0.17,0.0,12.11,0.67,1.0,0.61,0.0,0.0,0.06,0.17,0.39,0.0,12,No
776,S. Bergwijn,Midfielder,TOT,11.02,10.6,-1.9,13,8,793,0.0,0.85,0.23,0.0,0.69,0.08,16.77,0.54,1.0,1.08,0.08,0.0,0.46,0.77,0.31,0.0,1,No
777,Ivan Cavaleiro,Attacker,FUL,10.96,8.2,-0.7,17,14,1228,0.12,1.47,0.65,0.06,1.65,0.0,17.24,1.24,1.12,0.88,0.06,0.0,1.0,0.59,0.12,0.0,3,No
778,Fernando Marcal,Defender,WOL,10.92,5.1,-0.5,10,7,570,0.0,0.2,0.0,0.0,0.7,0.0,23.3,0.2,0.8,0.3,0.2,0.0,1.7,1.1,0.1,0.0,0,No
779,D. Button,Goalkeeper,WBA,10.9,4.0,-0.9,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,No
780,H. Winks,Midfielder,TOT,10.88,7.1,-1.3,8,6,524,0.0,0.38,0.13,0.0,0.0,0.0,39.88,0.38,0.63,0.75,0.5,0.0,1.63,1.0,0.13,0.0,0,No
781,A. Maitland-Niles,Defender,WBA,10.82,8.4,-0.5,11,5,486,0.0,0.18,0.09,0.0,0.55,0.0,17.82,0.18,0.55,0.27,0.0,0.0,1.91,1.0,0.18,0.0,0,No
782,C. Coady,Defender,WOL,10.82,10.2,-1.2,18,18,1594,0.0,0.11,0.0,0.0,0.22,0.0,42.83,0.11,0.78,0.28,0.17,0.0,1.44,0.89,0.22,0.0,1,No
783,F. Krovinovic,Midfielder,WBA,10.81,5.3,0.2,11,5,544,0.0,0.73,0.18,0.0,0.73,0.0,27.27,0.45,0.45,1.09,0.0,0.0,1.27,1.18,0.09,0.0,0,No
784,D. Sanchez,Defender,TOT,10.78,7.7,-1.6,8,7,631,0.0,0.38,0.0,0.0,0.0,0.0,42.38,0.0,1.38,0.25,0.0,0.0,1.13,2.0,0.13,0.0,0,No
785,G. Baldock,Defender,SHU,10.78,9.0,-1.2,16,16,1440,0.0,0.63,0.13,0.0,0.75,0.06,21.75,0.69,1.56,0.63,0.13,0.0,1.75,1.5,0.0,0.0,0,No
786,M. Greenwood,Attacker,MUN,10.72,12.9,-2.2,13,9,719,0.08,1.54,0.38,0.0,0.92,0.0,16.69,0.38,0.38,0.54,0.08,0.0,0.62,0.62,0.15,0.0,7,No
787,S. Longstaff,Midfielder,NEW,10.7,7.2,-0.7,12,9,824,0.0,0.67,0.33,0.0,0.25,0.0,24.08,0.42,0.92,1.0,0.17,0.0,1.58,1.17,0.08,0.0,0,No
788,J. Lundstram,Midfielder,SHU,10.69,8.5,-1.2,14,11,949,0.0,1.14,0.36,0.0,0.71,0.07,29.36,1.07,0.71,0.64,0.29,0.07,0.64,0.57,0.07,0.0,0,No
789,A. Ramsdale,Goalkeeper,SHU,10.69,9.8,-0.3,19,19,1710,0.0,0.0,0.0,0.0,0.05,0.0,11.0,0.05,0.0,0.16,0.05,0.0,0.11,0.05,0.05,3.37,0,No
790,X. Shaqiri,Midfielder,LIV,10.68,6.5,-1.5,6,2,246,0.0,1.17,0.0,0.0,0.67,0.17,26.0,1.0,1.0,0.33,0.33,0.0,0.5,0.83,0.17,0.0,0,No
791,B. Osborn,Midfielder,SHU,10.63,6.3,0.7,12,8,768,0.0,0.17,0.08,0.0,0.67,0.0,25.83,0.75,0.5,0.83,0.08,0.0,1.42,1.67,0.08,0.0,1,No
792,J. Ayew,Attacker,CRY,10.61,9.3,-1.9,15,9,856,0.07,0.8,0.4,0.0,1.67,0.0,11.87,0.13,1.0,1.2,0.0,0.0,0.8,0.67,0.07,0.0,1,No
793,T. Ream,Defender,FUL,10.56,4.9,-0.9,5,5,450,0.0,0.0,0.0,0.0,0.2,0.0,57.8,0.0,0.4,0.0,0.0,0.0,1.4,1.0,0.0,0.0,0,No
794,Ayoze Perez,Attacker,LEI,10.55,9.2,-1.5,11,7,569,0.09,1.36,0.36,0.0,0.91,0.0,13.82,1.09,0.82,0.55,0.09,0.0,1.36,1.64,0.18,0.0,2,No
795,A. Christensen,Defender,CHE,10.5,10.9,-1.7,5,5,405,0.0,0.2,0.0,0.0,0.0,0.0,60.2,0.0,0.4,0.0,0.2,0.2,2.0,0.6,0.0,0.0,0,No
796,D. Furlong,Defender,WBA,10.47,7.6,0.3,18,16,1447,0.06,0.78,0.17,0.0,0.28,0.11,15.61,0.56,0.78,1.06,0.11,0.0,2.56,1.0,0.11,0.0,1,No
797,J. Milner,Midfielder,LIV,10.43,8.4,-1.1,11,3,345,0.0,0.27,0.09,0.0,0.18,0.09,24.55,0.55,0.45,0.36,0.09,0.0,1.0,0.91,0.18,0.0,0,No
798,M. Lanzini,Midfielder,WHU,10.41,8.4,-1.4,11,2,312,0.09,0.91,0.27,0.0,0.27,0.09,14.64,0.45,0.36,0.64,0.09,0.0,0.64,0.18,0.09,0.0,1,No
799,O. McBurnie,Attacker,SHU,10.29,6.2,-0.9,13,8,822,0.08,1.85,0.85,0.0,0.23,0.0,11.92,0.69,1.08,1.15,0.08,0.0,0.85,0.85,0.0,0.0,1,No
800,A. Lallana,Midfielder,BHA,10.25,8.3,-0.9,14,10,768,0.0,0.5,0.0,0.0,0.79,0.07,20.86,1.0,0.71,0.71,0.0,0.0,0.79,0.43,0.14,0.0,1,No
801,D. Odoi,Defender,FUL,10.17,4.0,-1.0,3,3,270,0.0,0.67,0.33,0.0,0.33,0.0,46.33,0.33,2.33,1.33,0.33,0.0,2.67,1.0,0.0,0.0,0,No
802,F. Fernandez,Defender,NEW,10.14,7.7,-0.7,16,16,1382,0.0,0.0,0.0,0.0,0.0,0.0,27.25,0.25,0.69,0.75,0.13,0.0,1.75,1.5,0.19,0.0,0,No
803,Pablo Hernandez,Midfielder,LEE,10.1,7.1,-1.7,10,2,277,0.0,0.9,0.1,0.0,0.7,0.2,19.1,0.5,0.0,0.5,0.0,0.0,0.3,0.5,0.0,0.0,0,No
804,Andre Gomes,Midfielder,EVE,10.05,8.7,-0.6,13,5,596,0.0,0.46,0.0,0.0,1.0,0.08,22.92,0.54,1.46,0.38,0.15,0.0,0.54,1.08,0.08,0.0,0,No
805,Ahmed El Mohamady,Defender,AVL,10.05,5.4,-0.5,6,1,174,0.0,0.5,0.0,0.0,0.17,0.0,14.83,0.83,0.33,0.0,0.0,0.0,0.67,0.5,0.17,0.0,0,No
806,P. Dummett,Defender,NEW,10.0,6.4,-1.4,2,2,153,0.0,0.0,0.0,0.0,0.5,0.0,18.5,0.0,1.5,0.5,0.0,0.0,2.0,1.0,0.0,0.0,1,No
807,C. Under,Attacker,LEI,10.0,7.9,-1.6,6,1,203,0.0,0.83,0.17,0.0,1.83,0.33,10.5,0.83,0.0,0.33,0.0,0.0,0.5,0.67,0.0,0.0,0,No
808,M. Longstaff,Midfielder,NEW,9.94,4.8,-1.1,5,4,377,0.0,0.0,0.0,0.0,0.4,0.0,22.8,0.4,0.6,1.0,0.0,0.0,1.8,0.6,0.2,0.0,0,No
809,J. GudmundsÂ­son,Midfielder,BRN,9.89,6.7,-0.8,8,6,441,0.0,1.0,0.5,0.0,0.25,0.0,13.63,0.25,0.38,0.5,0.0,0.0,0.63,0.38,0.25,0.0,2,No
810,Guaita,Goalkeeper,CRY,9.89,8.7,-0.2,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,10.89,0.0,0.0,0.05,0.11,0.0,0.05,0.0,0.16,2.89,0,No
811,I. Hayden,Midfielder,NEW,9.86,7.4,-0.8,14,12,1091,0.0,0.64,0.07,0.0,0.14,0.0,25.36,0.29,1.93,0.71,0.43,0.0,2.86,2.07,0.14,0.0,0,No
812,Lucas Moura,Attacker,TOT,9.76,9.7,-2.1,15,5,552,0.07,0.33,0.2,0.0,0.6,0.07,11.27,0.4,0.73,1.2,0.0,0.0,0.8,0.73,0.07,0.0,3,No
813,A. Mitrovic,Attacker,FUL,9.75,9.2,-2.0,14,8,796,0.14,2.5,0.71,0.07,0.36,0.14,11.07,0.79,1.14,0.93,0.14,0.0,0.21,0.36,0.07,0.0,3,No
814,A. Oxlade-Chamberlain,Midfielder,LIV,9.75,8.8,-1.8,4,2,135,0.0,0.75,0.25,0.0,0.25,0.25,13.75,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,1,No
815,D. van de Beek,Midfielder,MUN,9.74,10.3,-3.1,10,2,251,0.1,0.1,0.1,0.0,0.4,0.0,12.0,0.2,0.2,0.2,0.0,0.0,0.8,0.9,0.0,0.0,1,No
816,F. Delph,Midfielder,EVE,9.66,5.6,-1.2,5,2,212,0.0,0.2,0.0,0.0,0.8,0.0,32.8,0.2,0.4,1.0,0.0,0.0,0.8,0.6,0.0,0.0,0,No
817,E. Krafth,Defender,NEW,9.64,6.6,-1.1,5,4,378,0.0,0.0,0.0,0.0,0.2,0.0,22.0,0.4,0.2,0.8,0.2,0.0,1.6,1.4,0.0,0.0,1,No
818,P. Bardsley,Defender,BRN,9.63,5.7,-1.5,3,3,270,0.0,1.0,0.0,0.0,1.0,0.0,23.33,0.0,2.67,1.33,0.67,0.0,3.67,2.0,0.0,0.0,0,No
819,O. Norwood,Midfielder,SHU,9.6,9.7,-1.7,13,8,723,0.0,0.08,0.0,0.0,0.0,0.0,34.0,1.0,0.69,0.38,0.23,0.0,1.08,0.77,0.08,0.0,0,No
820,M. Lowe,Defender,SHU,9.6,4.0,-0.9,6,6,415,0.0,0.33,0.17,0.0,0.5,0.0,15.5,0.0,1.67,0.33,0.17,0.0,2.17,3.5,0.0,0.0,0,No
821,J. McCarthy,Midfielder,CRY,9.57,4.3,-0.5,7,5,423,0.0,0.14,0.0,0.0,0.29,0.0,14.0,0.14,0.71,0.43,0.14,0.0,1.86,1.43,0.14,0.0,0,No
822,W. Smallbone,Midfielder,SOU,9.5,4.0,-0.3,3,2,173,0.0,0.33,0.33,0.0,0.0,0.0,20.33,0.0,1.0,0.67,0.0,0.0,1.67,2.0,0.0,0.0,0,No
823,C. Robinson,Attacker,WBA,9.49,6.4,1.0,18,12,1027,0.11,0.89,0.28,0.0,0.5,0.0,10.72,0.56,0.17,0.72,0.0,0.0,0.33,0.11,0.06,0.0,5,No
824,E. Pieters,Defender,BRN,9.41,7.4,-0.7,11,5,575,0.0,0.18,0.09,0.0,0.45,0.0,13.09,0.09,1.18,0.82,0.0,0.0,1.45,1.18,0.18,0.0,0,No
825,J. Robinson,Defender,SHU,9.4,6.2,-1.2,8,6,605,0.0,0.5,0.0,0.0,0.0,0.0,30.0,0.0,0.75,0.63,0.25,0.0,1.5,1.5,0.0,0.0,0,No
826,K. Grosicki,Midfielder,WBA,9.37,4.4,-1.8,3,2,149,0.0,1.0,0.0,0.0,0.0,0.33,10.0,1.0,0.33,0.0,0.0,0.0,1.0,0.67,0.0,0.0,0,No
827,A. Connolly,Attacker,BHA,9.35,5.1,-0.8,11,7,580,0.18,1.27,0.55,0.0,0.18,0.09,4.55,0.45,0.45,1.09,0.0,0.0,0.18,0.45,0.09,0.0,2,No
828,Rui Patricio,Goalkeeper,WOL,9.35,9.7,-1.7,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.21,2.0,0,No
829,N. Pepe,Attacker,ARS,9.31,11.6,-2.5,12,4,479,0.17,1.17,0.42,0.08,0.75,0.0,9.92,0.17,0.42,0.5,0.0,0.08,0.67,0.5,0.0,0.0,10,No
830,J. Lewis,Defender,NEW,9.31,7.6,-1.1,16,13,1197,0.0,0.06,0.06,0.0,0.56,0.0,18.44,0.56,0.69,0.75,0.25,0.0,1.44,1.56,0.13,0.0,0,No
831,M. Ritchie,Defender,NEW,9.3,7.7,-1.3,8,6,530,0.0,0.5,0.13,0.0,0.0,0.0,17.38,1.63,0.63,1.13,0.13,0.0,0.75,0.63,0.13,0.0,0,No
832,E. Lamela,Midfielder,TOT,9.3,6.4,-0.9,7,2,209,0.0,1.14,0.43,0.0,1.0,0.0,9.14,0.43,1.0,0.43,0.14,0.0,0.57,0.57,0.0,0.0,1,No
833,I. Diop,Defender,WHU,9.28,8.2,-1.5,4,3,297,0.0,0.0,0.0,0.0,0.0,0.0,37.25,0.0,0.5,0.5,0.25,0.0,1.5,1.0,0.0,0.0,2,No
834,Carlos Vinicius,Attacker,TOT,9.28,7.7,-1.5,5,1,115,0.2,0.8,0.4,0.0,0.4,0.0,1.6,0.2,1.4,0.4,0.2,0.0,0.2,0.2,0.2,0.0,1,No
835,M. Lemina,Midfielder,FUL,9.25,9.1,-0.8,12,6,526,0.0,0.5,0.0,0.0,0.92,0.0,18.92,0.42,0.83,0.25,0.08,0.0,2.17,1.75,0.0,0.0,1,No
836,G. Cahill,Defender,CRY,9.15,9.0,-1.6,6,6,540,0.0,0.17,0.0,0.0,0.0,0.0,36.0,0.5,0.67,0.17,0.0,0.0,0.17,0.5,0.0,0.0,1,No
837,Marcos Alonso,Defender,CHE,9.1,14.2,-2.4,3,3,225,0.0,0.67,0.0,0.0,0.33,0.0,40.67,0.67,0.67,0.67,0.33,0.0,2.0,0.33,0.0,0.0,2,No
838,M. Nakamba,Midfielder,AVL,9.1,5.0,-1.0,5,2,194,0.0,0.4,0.2,0.0,0.0,0.0,19.4,0.2,1.0,0.6,0.2,0.0,1.2,0.6,0.4,0.0,0,No
839,J. Egan,Defender,SHU,9.09,8.9,-1.8,18,18,1542,0.0,0.39,0.0,0.0,0.0,0.0,28.89,0.06,1.33,0.39,0.28,0.06,1.83,1.33,0.06,0.0,0,No
840,J. Tomkins,Defender,CRY,9.06,6.5,-1.6,5,4,387,0.0,0.2,0.0,0.0,0.0,0.0,21.6,0.0,0.4,0.2,0.2,0.0,1.0,0.6,0.4,0.0,0,No
841,K. Long,Defender,BRN,8.99,5.1,-1.1,7,7,630,0.0,0.29,0.0,0.0,0.0,0.0,27.0,0.14,1.0,0.29,0.29,0.0,1.71,1.43,0.14,0.0,0,No
